pattern,unit,book
What place is this?,UNIT 10,Book 7
Where can you run?,UNIT 10,Book 7
Is there a running track near your house?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Is there a car circuit near your house?,UNIT 10,Book 7
Where can you race cars?,UNIT 10,Book 7
Where can you race cars?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you ice skate?,UNIT 10,Book 7
Is there an ice rink near your house?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you play golf?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you ski?,UNIT 10,Book 7
Is there a ski slope near where you live?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you box?,UNIT 10,Book 7
Is there a boxing ring near where you live?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you play volleyball?,UNIT 10,Book 7
Is there a volleyball court near where you live?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you play tennis?,UNIT 10,Book 7
Is there a tennis court near where you live?,UNIT 10,Book 7
What place is this?,UNIT 10,Book 7
Where can you see horse races?,UNIT 10,Book 7
Is there a racecourse near where you live?,UNIT 10,Book 7
Is there a baseball field near where you live?,UNIT 10,Book 7
Where can you play baseball?,UNIT 10,Book 7
Where can you play cricket?,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 10,Book 7
nan,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Is it a good idea to be indoors or outdoors during an earthquake?,UNIT 11,Book 7
Are there earthquakes in your country?,UNIT 11,Book 7
In which country are there many earthquakes?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen an earthquake?,UNIT 11,Book 7
What happens when there is an earthquake?,UNIT 11,Book 7
What should you do if there is an earthquake?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Is it a good idea to be indoors or outdoors during a flood?,UNIT 11,Book 7
Are there floods in your country?,UNIT 11,Book 7
In which country are there many floods?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a flood?,UNIT 11,Book 7
What should you do if there is a flood?,UNIT 11,Book 7
What happens when there is a flood?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
What has just happened?,UNIT 11,Book 7
Are there avalanches in your country?,UNIT 11,Book 7
In which country are there many avalanches?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen an avalanche?,UNIT 11,Book 7
What happens when there is an avalanche?,UNIT 11,Book 7
What should you do if there is an avalanche?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
What has just happened?,UNIT 11,Book 7
Are there wildfires in your country?,UNIT 11,Book 7
In which country are there many wildfires?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a wildfire?,UNIT 11,Book 7
What happens when there is a wildfire?,UNIT 11,Book 7
Is it easy or difficult to stop a wildfire?,UNIT 11,Book 7
What should you do if there is a wildfire?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
What has just happened?,UNIT 11,Book 7
Are there asteroid hits in your country?,UNIT 11,Book 7
In which country are there many asteroid hits?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen an asteroid?,UNIT 11,Book 7
What will happen when there is an asteroid hit?,UNIT 11,Book 7
What should you do if there is an asteroid hit?,UNIT 11,Book 7
What is happening in the picture?,UNIT 11,Book 7
Does it rain a lot during a drought?,UNIT 11,Book 7
Are there droughts in your country?,UNIT 11,Book 7
In which country can you see a lot of droughts?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What happens when there is a drought?,UNIT 11,Book 7
What happens when there is a drought?,UNIT 11,Book 7
What should you do to stop droughts?,UNIT 11,Book 7
What are they?,UNIT 11,Book 7
Are there hailstone storms in your country?,UNIT 11,Book 7
Is it a good idea to be indoors or outdoors during a hailstone storm?,UNIT 11,Book 7
In which country are there many hailstone storms?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a hailstone storm?,UNIT 11,Book 7
What happens when there is a hailstone storm?,UNIT 11,Book 7
What should you do if there is a hailstone storm?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
What causes tsunamis?,UNIT 11,Book 7
Are there tsunamis in your country?,UNIT 11,Book 7
In which country are there many tsunamis?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a tsunami?,UNIT 11,Book 7
What happens when there is a tsunami?,UNIT 11,Book 7
What should you do if there is a tsunami?,UNIT 11,Book 7
What can you see in an active volcano?,UNIT 11,Book 7
Would you like to visit an active volcano?,UNIT 11,Book 7
Are there volcanoes in your country?,UNIT 11,Book 7
In which country are there many active volcanoes?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What happens after a volcanic eruption?,UNIT 11,Book 7
Have you ever seen an active volcano?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Would you like to fly a kite in a tornado?,UNIT 11,Book 7
In which country are there many tornadoes?,UNIT 11,Book 7
Are there tornadoes in your country?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a tornado?,UNIT 11,Book 7
What happens when there is a tornado?,UNIT 11,Book 7
What should you do if there is a tornado?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Are you scared of thunderstorms?,UNIT 11,Book 7
Is your pet scared of thunderstorms?,UNIT 11,Book 7
Are there thunderstorms in your country?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a thunderstorm?,UNIT 11,Book 7
In which country are there many thunderstorms?,UNIT 11,Book 7
What should you do if there is a thunderstorm?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Are there snow blizzards in your country?,UNIT 11,Book 7
Is it safer to be indoors or outdoors during a snow blizzard?,UNIT 11,Book 7
In which country are there heavy snow blizzards?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a snow blizzard?,UNIT 11,Book 7
What happens when there is a snow blizzard?,UNIT 11,Book 7
What happens when there is a snow blizzard?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Would you like to jump into a sinkhole?,UNIT 11,Book 7
Are there sinkholes in your country?,UNIT 11,Book 7
In which country are there many sinkholes?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a sinkhole?,UNIT 11,Book 7
Are sinkholes tiny or huge?,UNIT 11,Book 7
What happens when there is a sinkhole?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Are landslides dangerous or safe?,UNIT 11,Book 7
Are there landslides in your country?,UNIT 11,Book 7
In which country are there many landslides?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a landslide?,UNIT 11,Book 7
What happens after a landslide?,UNIT 11,Book 7
What happens after a landslide?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Is it easy or difficult to clean an oil or chemical spill?,UNIT 11,Book 7
Is it easy or difficult to clean an oil or chemical spill?,UNIT 11,Book 7
Are there chemical or oil spills in your country?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a chemical or oil spill?,UNIT 11,Book 7
What happens after a chemical or oil spill?,UNIT 11,Book 7
What happens after a chemical or oil spill?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
Would you like to have frosty hair during heavy frost?,UNIT 11,Book 7
What does this video represent?,UNIT 11,Book 7
Are there heavy frosts in your country?,UNIT 11,Book 7
nan,UNIT 11,Book 7
Have you ever seen a frosted window?,UNIT 11,Book 7
What happens after heavy frost?,UNIT 11,Book 7
What happens after heavy frost?,UNIT 11,Book 7
What happens after heavy frost?,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
Is it light or heavy fog?,UNIT 11,Book 7
Is it light or heavy fog?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
How is the weather?,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What must you wear in frosty weather?,UNIT 11,Book 7
Where can you get frostbite?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
Is there a lot or a little hail?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
"Is it raining, drizzling, or showering?",UNIT 11,Book 7
"Is it raining, drizzling, or showering?",UNIT 11,Book 7
"Is it raining, drizzling, or showering?",UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What can you see everywhere?,UNIT 11,Book 7
Is it heavy or light snow?,UNIT 11,Book 7
Is it heavy or light snow?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
What is it?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What is it? (Play the sound),UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
Is the sun shining or not?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
Do you prefer sunny or boiling weather?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
Is this strong or weak wind?,UNIT 11,Book 7
Is this strong or weak wind?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
How is the weather?,UNIT 11,Book 7
Is the ground icy or not?,UNIT 11,Book 7
Is it safe or dangerous to drive on a slippery road?,UNIT 11,Book 7
Why did he fall?,UNIT 11,Book 7
nan,UNIT 11,Book 7
What can you see?,UNIT 11,Book 7
What color are the clouds?,UNIT 11,Book 7
Is it cloudy or partly cloudy?,UNIT 11,Book 7
How is the weather in spring?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
What is the weather like?,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 11,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
How much water do you drink a day?,UNIT 12,Book 7
Do you drink still or sparkling water?,UNIT 12,Book 7
Do you drink bottled water?,UNIT 12,Book 7
How many litres of water do you drink?,UNIT 12,Book 7
How many glasses of water do you drink?,UNIT 12,Book 7
Do you drink tap water?,UNIT 12,Book 7
"What do you prefer to drink, water or tap water?",UNIT 12,Book 7
Do you drink water with or without ice?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Is he drinking a lot or a little water?,UNIT 12,Book 7
Do you have a water dispenser in your school?,UNIT 12,Book 7
Do you have a water filter at home?,UNIT 12,Book 7
What is she doing?,UNIT 12,Book 7
Do you do exercises at home?,UNIT 12,Book 7
Do you do exercises at the gym?,UNIT 12,Book 7
Do you do exercises in school?,UNIT 12,Book 7
How often do you do exercises every week?,UNIT 12,Book 7
Do you do exercises alone or with friends?,UNIT 12,Book 7
Do you exercise standing or sitting?,UNIT 12,Book 7
Do you like doing exercises?,UNIT 12,Book 7
Do you listen to music when you do exercises?,UNIT 12,Book 7
Do you use your telephone when you do exercises?,UNIT 12,Book 7
Do you have an exercise app on your phone?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Can you stretch like her?,UNIT 12,Book 7
What is she doing?,UNIT 12,Book 7
Do you stretch every day?,UNIT 12,Book 7
Do you stretch in PE lessons?,UNIT 12,Book 7
Do you warm up in PE lessons?,UNIT 12,Book 7
Do you warm up before running?,UNIT 12,Book 7
Do you warm up before swimming?,UNIT 12,Book 7
What is she stretching?,UNIT 12,Book 7
What is she stretching?,UNIT 12,Book 7
Can you stand up and stretch your legs?,UNIT 12,Book 7
nan,UNIT 12,Book 7
What can you see?,UNIT 12,Book 7
How often do you eat unhealthy food?,UNIT 12,Book 7
"What do you prefer to eat, healthy or unhealthy food?",UNIT 12,Book 7
Are fruits and vegetables healthy or unhealthy?,UNIT 12,Book 7
What does this video represent?,UNIT 12,Book 7
Is candy healthy or unhealthy?,UNIT 12,Book 7
Is McDonald's healthy or unhealthy?,UNIT 12,Book 7
Is soda healthy or unhealthy?,UNIT 12,Book 7
Do you cook healthy or unhealthy food at home?,UNIT 12,Book 7
Can you give examples of healthy food?,UNIT 12,Book 7
Can you give examples of unhealthy food?,UNIT 12,Book 7
nan,UNIT 12,Book 7
What are they doing?,UNIT 12,Book 7
Do you smoke cigarettes?,UNIT 12,Book 7
Is it healthy or unhealthy to smoke?,UNIT 12,Book 7
Is it easy or difficult to stop smoking?,UNIT 12,Book 7
What are the dangers of smoking?,UNIT 12,Book 7
What is he doing?,UNIT 12,Book 7
Is drinking alcohol healthy or unhealthy?,UNIT 12,Book 7
Is it easy or difficult to stop drinking alcohol?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Should we drink a lot of alcohol?,UNIT 12,Book 7
Should we drive after drinking alcohol?,UNIT 12,Book 7
What are the dangers of alcohol?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you like to go for doctor's check-ups?,UNIT 12,Book 7
How often do you go for check-ups?,UNIT 12,Book 7
Do you go for dentist check-ups?,UNIT 12,Book 7
Do you go for doctor check-ups?,UNIT 12,Book 7
Do you go for eye check-ups?,UNIT 12,Book 7
When was your last dentist check-up?,UNIT 12,Book 7
When was your last doctor's check-up?,UNIT 12,Book 7
When was your last eye check-up?,UNIT 12,Book 7
Have you ever had an online check-up?,UNIT 12,Book 7
Are you scared of dentist check-ups?,UNIT 12,Book 7
Where do you go for a check-up?,UNIT 12,Book 7
Do you prefer to be indoors or outdoors?,UNIT 12,Book 7
Do you spend your free time indoors relaxing?,UNIT 12,Book 7
Do you spend your free time outdoors camping?,UNIT 12,Book 7
Do you spend your free time outdoors in the mountains?,UNIT 12,Book 7
Do you spend your free time outdoors in the park?,UNIT 12,Book 7
Do you spend your free time outdoors on the beach?,UNIT 12,Book 7
Do you prefer to play games indoors or outdoors?,UNIT 12,Book 7
Do you prefer to stay indoors or outdoors in the winter?,UNIT 12,Book 7
Do you prefer to stay indoors or outdoors when it is raining?,UNIT 12,Book 7
Did you spend your time outdoors at the beach last summer?,UNIT 12,Book 7
Did you spend your time outdoors at the mountains last summer?,UNIT 12,Book 7
Are they swimming indoors or outdoors?,UNIT 12,Book 7
Is she gardening indoors or outdoors?,UNIT 12,Book 7
nan,UNIT 12,Book 7
How long do you spend time online on the phone?,UNIT 12,Book 7
Is spending time online healthy or unhealthy?,UNIT 12,Book 7
Where do you spend time online?,UNIT 12,Book 7
Do you spend your time online on the console?,UNIT 12,Book 7
Do you spend your time online on the laptop?,UNIT 12,Book 7
Do you spend your time online on the phone?,UNIT 12,Book 7
Do you spend your time online on the tablet?,UNIT 12,Book 7
Do your grandparents spend time online?,UNIT 12,Book 7
What do you do online? Do you chat online?,UNIT 12,Book 7
What do you do online? Do you play games online?,UNIT 12,Book 7
What do you do online? Do you study online?,UNIT 12,Book 7
What do you do online? Do you watch films online?,UNIT 12,Book 7
Who spends the most time online at home?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Are you an active or inactive person?,UNIT 12,Book 7
Is he an active or inactive person?,UNIT 12,Book 7
Who is the most active person in your house?,UNIT 12,Book 7
Are they active indoors or outdoors?,UNIT 12,Book 7
Do you prefer to be active indoors or outdoors?,UNIT 12,Book 7
Do you prefer to hang out with your friends indoors or outdoors?,UNIT 12,Book 7
Do you prefer to run indoors or outdoors?,UNIT 12,Book 7
Do you prefer indoor or outdoor climbing?,UNIT 12,Book 7
Do you prefer indoor or outdoor cycling?,UNIT 12,Book 7
Do you prefer indoor or outdoor football?,UNIT 12,Book 7
Name three indoor sports and three outdoor sports.,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
What is the matter with her?,UNIT 12,Book 7
What stresses you?,UNIT 12,Book 7
Do tests stress you?,UNIT 12,Book 7
Does school stress you?,UNIT 12,Book 7
Does work stress people?,UNIT 12,Book 7
Is stress healthy or unhealthy?,UNIT 12,Book 7
Why are people stressed?,UNIT 12,Book 7
Are you stressed when you visit the dentist?,UNIT 12,Book 7
Is bungee jumping stressful or relaxing?,UNIT 12,Book 7
What happens when you are stressed?,UNIT 12,Book 7
What helps you relax when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
How many hours do you relax a day?,UNIT 12,Book 7
Is riding a bike relaxing?,UNIT 12,Book 7
Is exercising relaxing?,UNIT 12,Book 7
Is doing yoga relaxing?,UNIT 12,Book 7
Is listening to music relaxing?,UNIT 12,Book 7
Is cleaning relaxing?,UNIT 12,Book 7
Is watching a film relaxing?,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
Is going on vacation relaxing?,UNIT 12,Book 7
Is doing sport relaxing?,UNIT 12,Book 7
Is taking a nap relaxing?,UNIT 12,Book 7
Is reading a book relaxing?,UNIT 12,Book 7
What time do you go to sleep?,UNIT 12,Book 7
Do you enjoy sleeping?,UNIT 12,Book 7
Do you go to sleep early or late?,UNIT 12,Book 7
Do you sleep till noon?,UNIT 12,Book 7
Do you sleep before midnight or after midnight?,UNIT 12,Book 7
Do you sleep with the light on or off?,UNIT 12,Book 7
Do you sleep with your phone on or off?,UNIT 12,Book 7
Do you sleep in class?,UNIT 12,Book 7
What helps you to sleep?,UNIT 12,Book 7
Do you sleep in the afternoon?,UNIT 12,Book 7
Do you sleepwalk?,UNIT 12,Book 7
Do you follow these sleeping tips?,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
Does doing sports help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
Does eating candy help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you go outside when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you garden when you are stressed?,UNIT 12,Book 7
Does gardening help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you listen to music when you are stressed?,UNIT 12,Book 7
Does listening to music help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you go on vacation when you are stressed?,UNIT 12,Book 7
Does going on vacation help you when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you read many books?,UNIT 12,Book 7
Do you read when you are stressed?,UNIT 12,Book 7
Does reading help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you run when you are stressed?,UNIT 12,Book 7
Does running help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you take naps during the day?,UNIT 12,Book 7
Do you take naps when you are stressed?,UNIT 12,Book 7
Does taking naps help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you surf the internet when you are stressed?,UNIT 12,Book 7
Does surfing the internet help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you do yoga when you are stressed?,UNIT 12,Book 7
Does doing yoga help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you use social media to relax?,UNIT 12,Book 7
Does stopping to use social media help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Do you have a pet to relax?,UNIT 12,Book 7
Does having a pet help when you are stressed?,UNIT 12,Book 7
nan,UNIT 12,Book 7
Are doing puzzles good for relaxing and helping with stress?,UNIT 12,Book 7
Does drinking tea help with stress?,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
nan,UNIT 12,Book 7
How old must you be to buy alcohol?,UNIT 12,Book 7
Do you like chocolate with alcohol?,UNIT 12,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is there a railway station near where you live?,UNIT 13,Book 7
Where is the train?,UNIT 13,Book 7
What can you do at the railway station?,UNIT 13,Book 7
Were you in the railway station last summer?,UNIT 13,Book 7
"When you want to travel by train, where do you go?",UNIT 13,Book 7
Were you in the railway station yesterday?,UNIT 13,Book 7
When was the last time you visited the railway station?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is there a bus station near or far from your house?,UNIT 13,Book 7
Is there a bus station near where you live?,UNIT 13,Book 7
Is there a bus stop near or far from your house?,UNIT 13,Book 7
"When you want to travel by bus, where do you go?",UNIT 13,Book 7
Is this a bus station or a bus stop?,UNIT 13,Book 7
Where are the people waiting?,UNIT 13,Book 7
Is this an old-fashioned or modern bus station?,UNIT 13,Book 7
Where is the bus?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to travel by plane, where do you go?",UNIT 13,Book 7
Is there an airport near where you live?,UNIT 13,Book 7
Were you at the airport last summer?,UNIT 13,Book 7
What can you see in the airport?,UNIT 13,Book 7
Can you name two airports in Poland?,UNIT 13,Book 7
Have you ever visited the airport?,UNIT 13,Book 7
What is the name of the airport in Krakow?,UNIT 13,Book 7
Were you at the airport last year?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is Krakow Market Square beautiful or ugly?,UNIT 13,Book 7
Is Prague Market Square big or small?,UNIT 13,Book 7
Is there a market square near where you live?,UNIT 13,Book 7
Have you ever visited the Vatican Market Square?,UNIT 13,Book 7
What can you see in the market square?,UNIT 13,Book 7
Have you ever visited the Wadowice Market Square?,UNIT 13,Book 7
What can you see in the market square?,UNIT 13,Book 7
What can you see in the market square?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is there a town hall near where you live?,UNIT 13,Book 7
Where can you get official documents?,UNIT 13,Book 7
Have you ever visited the town hall?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Do you prefer going to the shopping mall or shopping online?,UNIT 13,Book 7
Is there a shopping mall near where you live?,UNIT 13,Book 7
Do you go to the shopping mall alone or with friends?,UNIT 13,Book 7
What shopping malls are in Krakow?,UNIT 13,Book 7
Do you visit the shopping mall with your friends?,UNIT 13,Book 7
What shopping malls are in Krakow?,UNIT 13,Book 7
Were you at the shopping mall last weekend?,UNIT 13,Book 7
"When you want to go shopping, where do you go?",UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Where does a firefighter work?,UNIT 13,Book 7
Is there a fire station near your house?,UNIT 13,Book 7
Have you ever visited a fire station?,UNIT 13,Book 7
Would you like to work in a fire station?,UNIT 13,Book 7
Were you at the fire station last year?,UNIT 13,Book 7
Where are they?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to see police officers, where do you go?",UNIT 13,Book 7
Is there a police station near where you live?,UNIT 13,Book 7
Were you in the police station last year?,UNIT 13,Book 7
Where does a police officer work?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is there a clinic near where you live?,UNIT 13,Book 7
Have you ever been in a hospital?,UNIT 13,Book 7
Is there a hospital near where you live?,UNIT 13,Book 7
Were you at the hospital last year?,UNIT 13,Book 7
"When you are sick and not feeling well, where do you go?",UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is it better to work in an office or a factory?,UNIT 13,Book 7
Is the factory big or small?,UNIT 13,Book 7
What factory is it?,UNIT 13,Book 7
What factory is it?,UNIT 13,Book 7
Would you like to live next to a factory?,UNIT 13,Book 7
Is there a factory near where you live?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Who works in a post office?,UNIT 13,Book 7
Where can you buy stamps and send letters?,UNIT 13,Book 7
Is there a post office or post box near your house?,UNIT 13,Book 7
Have you ever visited a post office?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy medicine, where do you go?",UNIT 13,Book 7
Is there a pharmacy near where you live?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Where do judges work?,UNIT 13,Book 7
Is there a court near where you live?,UNIT 13,Book 7
Have you ever visited the court?,UNIT 13,Book 7
Would you like to visit a court?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Where are the people?,UNIT 13,Book 7
Where do criminals go?,UNIT 13,Book 7
Would you like to visit a prison?,UNIT 13,Book 7
What is the difference between jail and prison?,UNIT 13,Book 7
Would you like to visit a prison in El Salvador?,UNIT 13,Book 7
Would you like to visit a prison in Norway?,UNIT 13,Book 7
Would you like to live next to a prison?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
What can you do in a petrol station?,UNIT 13,Book 7
What petrol station do you tank your car at?,UNIT 13,Book 7
Would you want to work in a petrol station?,UNIT 13,Book 7
Is there a petrol station near your house?,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy fresh bread and cakes, where do you go?",UNIT 13,Book 7
Is there a bakery near where you live?,UNIT 13,Book 7
Were you at the bakery yesterday?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy books, where do you go?",UNIT 13,Book 7
Is there a bookshop near where you live?,UNIT 13,Book 7
Were you at the bookshop last month?,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy meat and cold cuts, where do you go?",UNIT 13,Book 7
Is there a butcher near where you live?,UNIT 13,Book 7
Were you at the butcher's shop last week?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Is there a pharmacy near your house?,UNIT 13,Book 7
Were you at the pharmacy last week?,UNIT 13,Book 7
Who works in a pharmacy?,UNIT 13,Book 7
What do you buy in a pharmacy?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
Do you prefer online or traditional clothes shops?,UNIT 13,Book 7
Is there a clothes shop near where you live?,UNIT 13,Book 7
What can you buy in a clothes shop?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy tools, where do you go?",UNIT 13,Book 7
Is there a DIY store near your house?,UNIT 13,Book 7
When was the last time you visited a DIY store?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy seafood and fish, where do you go?",UNIT 13,Book 7
Is there a fishmonger near where you live?,UNIT 13,Book 7
Have you ever visited a fishmonger?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy flowers, where do you go?",UNIT 13,Book 7
Is there a florist near where you live?,UNIT 13,Book 7
Were you at the florist yesterday?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy fruit and vegetables, where do you go?",UNIT 13,Book 7
Is there a greengrocer near where you live?,UNIT 13,Book 7
Were you at the greengrocer's last week?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy rings, bracelets, and chains, where do you go?",UNIT 13,Book 7
Is there a jeweller's near where you live?,UNIT 13,Book 7
Have you ever visited a jeweller's shop?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy lottery tickets or magazines, where do you go?",UNIT 13,Book 7
Is there a newsagent near where you live?,UNIT 13,Book 7
nan,UNIT 13,Book 7
What is it?,UNIT 13,Book 7
"When you want to buy pets, where do you go?",UNIT 13,Book 7
Is there a pet shop near where you live?,UNIT 13,Book 7
Were you at the pet shop last week?,UNIT 13,Book 7
nan,UNIT 13,Book 7
